region,employment_status,loan_purpose,home_ownership,annual_income,loan_amount,debt_to_income,credit_score,credit_utilization,past_due_count,credit_inquiries,months_since_last_delinquency,employment_years,account_age_months,num_open_accounts,loan_to_income,high_dti_flag,low_credit_score_flag,high_utilization_flag,recent_delinquency_flag,short_employment_flag,actual_default,predicted_pd,risk_segment
British Columbia,Employed,Debt consolidation,Rent,146218.96,24667.31,0.113,796.0,0.1985,0,0,9.7,5.7,140.7,4,0.1687011725428768,0,0,0,1,0,0,0.0035521767545645395,Very Low Risk
Ontario,Self-employed,Education,Rent,114860.39,18802.38,0.5513,692.0,0.214,2,1,38.5,1.1,20.6,4,0.16369768551195066,1,0,0,0,1,0,0.03306951614347228,High Risk
Alberta,Employed,Education,Rent,75604.9,15287.91,0.2878,622.0,0.2441,0,3,96.0,1.3,58.0,7,0.20220792567677492,0,0,0,0,1,0,0.005179008564858202,Very Low Risk
Other,Employed,Personal,Rent,97219.75,32394.98,0.2101,765.0,0.5404,1,1,9.0,2.0,55.4,7,0.3332139817269639,0,0,0,1,0,0,0.027819436647360342,Medium Risk
British Columbia,Part-time,Home improvement,Rent,59744.26,16512.49,0.4251,700.0,0.366,0,1,33.5,11.1,54.9,9,0.2763862168516273,0,0,0,0,0,0,0.0075059050212039876,Very Low Risk
Ontario,Employed,Home improvement,Mortgage,80502.33,26154.59,0.3341,737.0,0.1565,1,3,8.6,5.9,25.7,8,0.3248923354143911,0,0,0,1,0,0,0.011936651243730674,Low Risk
British Columbia,Employed,Debt consolidation,Mortgage,54196.55,20508.63,0.2453,481.0,0.5812,3,3,31.0,2.8,75.7,8,0.3784120944967899,0,1,0,0,0,0,0.12059433150353158,Very High Risk
Ontario,Self-employed,Education,Other,47324.05,17662.52,0.4684,603.0,0.167,1,2,40.5,5.6,26.7,8,0.37322503040208943,1,1,0,0,0,0,0.022607648605639925,Medium Risk
Ontario,Employed,Auto,Rent,51861.42,6351.18,0.1548,661.0,0.2602,0,1,6.4,3.8,10.6,8,0.12246444466811747,0,0,0,1,0,0,0.011842918773889037,Low Risk
Quebec,Employed,Auto,Mortgage,64645.95,27086.12,0.3869,783.0,0.3582,0,3,10.4,1.8,25.6,6,0.4189917543171691,0,0,0,1,1,0,0.018718284850688306,Medium Risk
Ontario,Employed,Auto,Mortgage,50472.74,29499.28,0.2188,645.0,0.6409,1,0,0.1,1.4,16.9,4,0.5844596508927393,0,0,0,1,1,0,0.032543186513499966,High Risk
Ontario,Part-time,Home improvement,Own,69380.97,21394.85,0.1698,700.0,0.3965,1,0,21.1,6.1,20.9,1,0.30836769794368685,0,0,0,0,0,0,0.008520009692904791,Very Low Risk
Ontario,Employed,Debt consolidation,Rent,85224.57,27733.93,0.0773,624.0,0.8173,0,1,15.4,4.3,70.2,10,0.3254217651083484,0,0,1,0,0,0,0.0271968187854207,Medium Risk
Other,Employed,Education,Rent,82110.54,14273.5,0.4385,703.0,0.4361,0,0,4.4,8.7,3.0,8,0.1738327381600462,0,0,0,1,0,0,0.026060110570110092,Medium Risk
Quebec,Employed,Auto,Rent,69437.95,50113.23,0.1868,706.0,0.1358,0,3,3.1,6.0,14.6,6,0.7216980051974461,0,0,0,1,0,0,0.021562066676771508,Medium Risk
Quebec,Employed,Home improvement,Other,58250.48,24531.63,0.2043,650.0,0.4637,3,2,13.3,2.3,11.8,2,0.42114039231951395,0,0,0,0,0,0,0.10293433752096455,Very High Risk
Ontario,Employed,Debt consolidation,Mortgage,147116.31,15472.39,0.0544,715.0,0.522,0,3,1.1,7.8,27.0,9,0.10517113976009866,0,0,0,1,0,0,0.014825877161657435,Low Risk
British Columbia,Employed,Debt consolidation,Rent,70875.59,26517.24,0.3387,667.0,0.9409,1,0,2.3,1.3,41.0,7,0.37413783786491234,0,0,1,1,1,1,0.06305559156578486,Very High Risk
Ontario,Unemployed,Education,Rent,71076.62,19726.16,0.2416,622.0,0.4009,1,1,3.0,5.5,3.0,7,0.2775337375356341,0,0,0,1,0,1,0.07547829388683175,Very High Risk
Other,Employed,Home improvement,Rent,62416.37,23249.13,0.4123,695.0,0.9015,0,0,39.5,2.1,53.2,4,0.37248449405180084,0,0,1,0,0,0,0.01975790328321636,Medium Risk
Alberta,Employed,Debt consolidation,Rent,48079.81,26800.1,0.1481,781.0,0.5369,1,2,18.1,6.0,11.8,5,0.5574086087278631,0,0,0,0,0,0,0.03964336938176541,High Risk
Other,Part-time,Debt consolidation,Rent,66392.34,44269.76,0.2735,751.0,0.629,0,1,7.5,8.0,50.8,6,0.6667901748906576,0,0,0,1,0,0,0.036302852260778624,High Risk
Alberta,Employed,Home improvement,Rent,34740.41,21194.02,0.3579,694.0,0.2174,1,1,9.0,4.6,46.7,5,0.6100682173871868,0,0,0,1,0,0,0.020778542487309076,Medium Risk
Ontario,Employed,Debt consolidation,Own,54320.18,28699.59,0.366,608.0,0.3986,1,1,18.4,5.3,36.9,11,0.5283412168369104,0,1,0,0,0,0,0.03448226291986357,High Risk
Quebec,Unemployed,Debt consolidation,Own,63764.99,29799.45,0.3225,534.0,0.0935,1,2,61.7,1.1,33.2,8,0.46733246566807274,0,1,0,0,1,0,0.031872271106635645,High Risk
Ontario,Unemployed,Auto,Rent,70843.53,25674.55,0.2254,656.0,0.6784,0,2,1.0,13.6,28.9,9,0.3624120650114414,0,0,0,1,0,0,0.06124481786510536,Very High Risk
Ontario,Employed,Debt consolidation,Rent,39296.79,41778.84,0.3717,687.0,0.6502,1,1,7.5,0.6,98.2,3,1.0631616475544186,0,0,0,1,1,0,0.05278133244825949,Very High Risk
Ontario,Employed,Debt consolidation,Rent,53694.71,36305.87,0.2445,646.0,0.5129,2,1,49.9,8.9,22.0,3,0.6761535726703805,0,0,0,0,0,0,0.02388627356252554,Medium Risk
Quebec,Employed,Home improvement,Mortgage,63788.23,14542.59,0.4654,768.0,0.546,1,0,5.3,1.1,31.4,8,0.22798234094283537,1,0,0,1,1,0,0.03346921583698188,High Risk
Ontario,Employed,Auto,Rent,59660.32,14245.41,0.1611,587.0,0.2112,1,1,9.3,11.9,43.9,4,0.238775286488574,0,1,0,1,0,0,0.01472981945256067,Low Risk
British Columbia,Part-time,Home improvement,Other,87412.81,19409.59,0.3146,678.0,0.1089,0,0,30.2,0.9,20.7,4,0.22204514418424487,0,0,0,0,1,0,0.006251786971982441,Very Low Risk
Alberta,Part-time,Debt consolidation,Mortgage,41163.5,34252.31,0.4318,654.0,0.4141,1,1,37.6,0.7,13.7,8,0.8321039270227264,0,0,0,0,1,0,0.03328017075082999,High Risk
Ontario,Employed,Auto,Mortgage,86662.4,26871.18,0.1092,798.0,0.4809,0,1,7.5,4.8,54.7,6,0.31006734177682593,0,0,0,1,0,0,0.006012562153858762,Very Low Risk
Ontario,Employed,Debt consolidation,Rent,76184.87,36583.76,0.1773,645.0,0.5726,2,0,32.9,0.5,46.2,8,0.48019718350900914,0,0,0,0,1,0,0.048952236416065144,High Risk
Quebec,Employed,Personal,Rent,97545.37,75772.86,0.2361,721.0,0.3892,0,0,19.0,4.2,60.7,2,0.7767960693572643,0,0,0,0,0,0,0.024151719241596526,Medium Risk
British Columbia,Part-time,Debt consolidation,Mortgage,97558.79,58907.84,0.4158,629.0,0.2475,0,2,3.2,2.8,24.6,7,0.6038188870526172,0,0,0,1,0,0,0.03936113647533475,High Risk
Quebec,Employed,Personal,Rent,137637.93,11560.27,0.2235,719.0,0.2409,1,5,73.6,8.2,112.9,7,0.08399043781027513,0,0,0,0,0,0,0.004391302870037575,Very Low Risk
Other,Employed,Debt consolidation,Rent,60558.33,78585.24,0.2082,763.0,0.5469,1,1,3.5,2.1,13.2,6,1.2976784531541738,0,0,0,1,0,0,0.06430951748239416,Very High Risk
Ontario,Employed,Debt consolidation,Mortgage,86075.89,18582.78,0.1546,818.0,0.6671,0,1,5.9,2.4,80.9,4,0.21588832831121466,0,0,0,1,0,0,0.012073311696348595,Low Risk
Quebec,Employed,Debt consolidation,Rent,72198.17,37875.56,0.7443,643.0,0.6642,1,1,10.8,4.0,51.7,6,0.5246055405559448,1,0,0,1,0,0,0.2319855251643557,Very High Risk
Ontario,Part-time,Personal,Mortgage,158172.78,20094.09,0.1387,620.0,0.6309,1,2,7.4,3.3,84.4,2,0.12703886218602214,0,0,0,1,0,0,0.024053867162767632,Medium Risk
Ontario,Employed,Debt consolidation,Rent,60488.26,20802.17,0.3235,672.0,0.6203,0,1,6.4,6.1,27.9,5,0.34390425513975764,0,0,0,1,0,0,0.04051629398683624,High Risk
Quebec,Employed,Debt consolidation,Mortgage,136206.66,15667.03,0.4415,565.0,0.4843,3,2,20.1,0.1,18.2,11,0.11502396432010006,0,1,0,0,1,0,0.2003300087578659,Very High Risk
Quebec,Unemployed,Home improvement,Mortgage,42807.41,30613.26,0.3859,625.0,0.3795,0,5,5.6,1.3,78.1,6,0.7151392714485645,0,0,0,1,1,1,0.08647202125883083,Very High Risk
Ontario,Part-time,Debt consolidation,Rent,57303.79,18350.34,0.5714,684.0,0.4048,1,0,39.0,21.1,75.5,11,0.32022908083392043,1,0,0,0,0,0,0.013758283227844257,Low Risk
Ontario,Part-time,Home improvement,Rent,67378.7,41573.64,0.4515,730.0,0.813,1,1,43.5,5.5,12.9,3,0.6170145758229233,1,0,1,0,0,0,0.025073985789467377,Medium Risk
Alberta,Employed,Personal,Mortgage,89956.71,60391.36,0.247,763.0,0.4838,2,0,2.4,8.2,12.9,4,0.6713380247009922,0,0,0,1,0,0,0.03215709093306402,High Risk
Quebec,Employed,Debt consolidation,Mortgage,104535.1,18224.06,0.1954,705.0,0.2263,0,0,22.3,0.6,26.7,6,0.17433436233379984,0,0,0,0,1,0,0.010265708474755898,Low Risk
Other,Employed,Personal,Mortgage,100881.99,28300.86,0.3155,657.0,0.4015,0,3,21.4,6.9,6.1,4,0.28053431539167695,0,0,0,0,0,0,0.022804385486149263,Medium Risk
Ontario,Employed,Personal,Own,70983.24,59738.11,0.3051,708.0,0.4335,3,0,5.4,1.3,28.7,5,0.84158049139487,0,0,0,1,1,0,0.037982717855259744,High Risk
Ontario,Employed,Home improvement,Rent,102439.31,16225.7,0.1528,735.0,0.2478,3,1,21.8,0.2,55.2,7,0.15839329647964245,0,0,0,0,1,0,0.022616115533200785,Medium Risk
Alberta,Employed,Education,Rent,86976.15,15006.17,0.7366,498.0,0.4765,1,2,8.8,1.6,57.5,4,0.1725320102119949,1,1,0,1,1,0,0.3205875726936498,Very High Risk
British Columbia,Employed,Personal,Own,44963.42,16067.79,0.4146,694.0,0.343,1,2,21.3,2.7,70.3,7,0.35735248786680374,0,0,0,0,0,0,0.012608965823054305,Low Risk
British Columbia,Unemployed,Education,Rent,47837.16,18809.81,0.5105,663.0,0.6387,1,6,12.4,7.8,92.0,1,0.39320498959386385,1,0,0,0,0,0,0.2721352810119488,Very High Risk
Ontario,Self-employed,Auto,Mortgage,67954.97,27603.27,0.4322,718.0,0.0929,1,2,8.3,2.9,11.0,5,0.40619942882764865,0,0,0,1,0,0,0.01277132762887874,Low Risk
Ontario,Employed,Debt consolidation,Rent,82296.92,13671.65,0.5485,599.0,0.6412,1,2,2.7,2.7,3.0,4,0.1661259011880396,1,1,0,1,0,0,0.23595399113657184,Very High Risk
Ontario,Employed,Home improvement,Rent,77593.28,20875.19,0.3447,510.0,0.1348,2,3,33.9,8.2,34.0,6,0.2690334781568713,0,1,0,0,0,0,0.04274985785252907,High Risk
Alberta,Employed,Education,Rent,112449.11,17014.21,0.05,721.0,0.2728,0,4,35.0,6.0,58.2,7,0.15130586627141823,0,0,0,0,0,0,0.011756053072647203,Low Risk
Ontario,Unemployed,Auto,Mortgage,145311.73,28401.49,0.1693,568.0,0.445,0,6,5.1,13.5,62.5,6,0.19545214966472424,0,1,0,1,0,0,0.06697888240939506,Very High Risk
Alberta,Self-employed,Personal,Mortgage,83014.14,36651.67,0.1501,748.0,0.5629,1,1,22.6,10.2,65.4,5,0.441511169061078,0,0,0,0,0,0,0.01172816992450775,Low Risk
British Columbia,Employed,Debt consolidation,Own,66973.57,30046.01,0.5223,722.0,0.5056,1,0,8.8,0.7,52.5,7,0.4486248829202325,1,0,0,1,1,0,0.03573556923128708,High Risk
Ontario,Part-time,Debt consolidation,Own,46828.27,40266.61,0.5172,652.0,0.5604,0,2,9.4,3.8,68.9,5,0.8598782316750118,1,0,0,1,0,0,0.04486279762590015,High Risk
Ontario,Employed,Debt consolidation,Rent,35598.32,24523.17,0.143,581.0,0.2113,0,1,34.2,2.7,24.7,3,0.6888855990956876,0,1,0,0,0,0,0.01296285635846216,Low Risk
Alberta,Employed,Debt consolidation,Other,81921.64,15024.49,0.3548,686.0,0.4066,1,0,14.2,6.6,3.0,4,0.18340074734831968,0,0,0,0,0,1,0.04774809704550334,High Risk
Ontario,Self-employed,Debt consolidation,Rent,48286.22,14782.24,0.1064,690.0,0.6639,1,3,,6.6,3.0,8,0.30613785879283983,0,0,0,0,0,0,0.05066624914582972,High Risk
Alberta,Self-employed,Education,Rent,77032.63,36060.55,0.2001,657.0,0.1744,1,3,20.4,2.1,23.9,6,0.4681204575255966,0,0,0,0,0,0,0.041395427492167985,High Risk
Quebec,Employed,Auto,Rent,49632.17,16360.02,0.2836,746.0,0.3276,0,0,19.9,16.0,6.9,3,0.3296253216411856,0,0,0,0,0,0,0.007546205223725512,Very Low Risk
Alberta,Employed,Debt consolidation,Own,66468.86,22424.01,0.3976,704.0,0.5253,1,1,5.9,0.8,46.9,3,0.3373611342213481,0,0,0,1,1,0,0.056740818113159945,Very High Risk
Ontario,Employed,Debt consolidation,Mortgage,39118.89,16824.24,0.416,667.0,0.3667,1,1,1.8,0.5,65.6,5,0.4300796878439036,0,0,0,1,1,0,0.03233221253371092,High Risk
Alberta,Part-time,Debt consolidation,Rent,67504.73,46318.67,0.3238,726.0,0.2833,0,0,12.0,0.9,3.5,7,0.6861544368816822,0,0,0,0,1,0,0.041032038764226925,High Risk
Ontario,Part-time,Auto,Own,85826.2,13011.62,0.3184,814.0,0.1744,0,2,1.3,2.9,59.3,6,0.15160428866709702,0,0,0,1,0,0,0.0058982580854934595,Very Low Risk
British Columbia,Employed,Education,Own,52552.75,15726.76,0.184,646.0,0.3196,0,3,31.9,6.9,53.4,5,0.2992566516500088,0,0,0,0,0,0,0.0068401143250758,Very Low Risk
Quebec,Employed,Debt consolidation,Mortgage,54458.7,24687.57,0.2174,658.0,0.7031,0,4,22.4,0.5,41.5,5,0.4533264657437655,0,0,1,0,1,0,0.03689720298883222,High Risk
Ontario,Part-time,Personal,Rent,83234.72,17905.09,0.2115,735.0,0.2328,2,0,12.7,3.4,35.4,5,0.21511563924285443,0,0,0,0,0,0,0.016179176144549612,Low Risk
Ontario,Employed,Debt consolidation,Rent,92964.98,16612.65,0.2394,609.0,0.532,1,2,29.3,9.9,253.1,6,0.1786979355021644,0,1,0,0,0,0,0.0239103172049794,Medium Risk
Ontario,Part-time,Personal,Rent,52635.74,34552.68,0.2589,540.0,0.2386,2,0,37.0,18.7,9.6,4,0.6564490211403887,0,1,0,0,0,0,0.012534677870400258,Low Risk
Alberta,Employed,Debt consolidation,Rent,81882.13,13134.51,0.6172,792.0,0.7504,1,1,46.8,26.2,25.9,5,0.1604075272590002,1,0,1,0,0,0,0.013584126120654369,Low Risk
British Columbia,Employed,Debt consolidation,Rent,67059.74,85000.0,0.2991,699.0,0.875,1,1,72.0,1.7,25.2,4,1.2675265367864532,0,0,1,0,1,0,0.0170906265067771,Low Risk
Quebec,Employed,Debt consolidation,Own,46144.84,29766.12,0.5484,699.0,0.4224,2,1,39.2,0.4,70.6,5,0.6450584724099163,1,0,0,0,1,1,0.04501671025612711,High Risk
Ontario,Employed,Debt consolidation,Rent,59806.44,34732.18,0.1652,618.0,0.1706,0,0,21.4,1.7,88.5,7,0.5807431440493699,0,1,0,0,1,0,0.014453587528403592,Low Risk
Alberta,Unemployed,Home improvement,Mortgage,78799.9,38660.33,0.4336,665.0,0.4926,1,0,77.0,1.7,57.6,3,0.49061394747962883,0,0,0,0,1,0,0.018061423758586527,Medium Risk
Ontario,Self-employed,Education,Mortgage,69615.59,18712.93,0.6031,522.0,0.5344,1,0,3.0,0.8,18.2,7,0.26880372629176885,1,1,0,1,1,0,0.11285149957299341,Very High Risk
Ontario,Self-employed,Personal,Rent,84868.9,15002.12,0.3909,683.0,0.7767,0,2,20.8,6.7,19.9,6,0.1767681683160734,0,0,1,0,0,0,0.019499088452698616,Medium Risk
Alberta,Employed,Debt consolidation,Other,58222.75,15885.1,0.1416,612.0,0.6282,1,3,14.5,4.5,3.0,5,0.2728332138210579,0,1,0,0,0,0,0.13619923210371065,Very High Risk
Quebec,Employed,Personal,Rent,78299.21,32880.76,0.363,621.0,0.2457,1,0,25.6,1.2,3.4,3,0.41993731482092855,0,0,0,0,1,0,0.032620866841818426,High Risk
Quebec,Employed,Debt consolidation,Rent,116919.55,20755.58,0.161,692.0,0.2474,1,1,28.0,0.8,142.8,6,0.1775201837502796,0,0,0,0,1,0,0.0178303350897473,Medium Risk
Ontario,Part-time,Home improvement,Mortgage,44426.8,28967.08,0.2751,674.0,0.3425,1,1,57.1,4.8,184.0,4,0.6520181512060288,0,0,0,0,0,0,0.0029087558259983026,Very Low Risk
Quebec,Employed,Personal,Other,129514.11,18237.35,0.4067,709.0,0.1862,0,1,20.7,0.4,49.3,5,0.14081361482544255,0,0,0,0,1,0,0.014668827132035576,Low Risk
Ontario,Employed,Auto,Mortgage,101694.5,18583.63,0.2701,606.0,0.3825,1,0,38.3,19.3,18.8,4,0.18273977452074597,0,1,0,0,0,0,0.006026489248645167,Very Low Risk
Ontario,Employed,Personal,Mortgage,59905.77,28512.74,0.1389,782.0,0.8548,3,1,1.6,8.7,8.6,6,0.47595982824358996,0,0,1,1,0,0,0.019889272349907644,Medium Risk
Ontario,Employed,Home improvement,Mortgage,65906.66,36064.55,0.5377,737.0,0.2927,1,1,17.5,6.2,92.4,6,0.5472064583457878,1,0,0,0,0,0,0.017655914579468784,Low Risk
Ontario,Employed,Debt consolidation,Own,82308.53,17951.31,0.2803,691.0,0.4469,2,2,15.1,7.9,43.2,6,0.21809780833165168,0,0,0,0,0,0,0.03384535149370968,High Risk
Quebec,Employed,Personal,Rent,50997.82,26403.04,0.05,815.0,0.0734,0,1,7.5,1.2,84.1,4,0.5177287970348536,0,0,0,1,1,0,0.003907183440166714,Very Low Risk
Other,Employed,Education,Mortgage,86179.03,7407.66,0.4757,712.0,0.6438,0,1,65.9,1.4,84.0,8,0.08595664165632869,1,0,0,0,1,0,0.01036433500459717,Low Risk
Ontario,Self-employed,Home improvement,Own,84327.86,19804.71,0.4674,653.0,0.5487,1,1,14.5,1.6,5.3,4,0.23485370078168707,1,0,0,0,1,0,0.04837408766853019,High Risk
Ontario,Employed,Debt consolidation,Own,169780.52,14825.18,0.3029,671.0,0.2474,0,1,50.7,1.3,36.7,5,0.08731967601465705,0,0,0,0,1,0,0.004705689309145176,Very Low Risk
Ontario,Part-time,Debt consolidation,Mortgage,56145.75,25273.03,0.1773,777.0,0.3176,2,2,10.9,10.8,7.9,5,0.4501325567830156,0,0,0,1,0,0,0.013129904303772784,Low Risk
Quebec,Self-employed,Debt consolidation,Own,82153.52,24269.06,0.1812,722.0,0.6916,0,1,49.6,3.8,134.0,5,0.2954110791600896,0,0,0,0,0,0,0.007748957301444062,Very Low Risk
Quebec,Employed,Home improvement,Rent,83170.52,71167.61,0.5001,650.0,0.7211,1,2,14.3,0.7,50.6,3,0.8556831194514595,1,0,1,0,1,1,0.16528625616492115,Very High Risk
Ontario,Employed,Home improvement,Mortgage,57952.83,10993.44,0.4214,664.0,0.1037,1,3,20.7,1.5,29.4,2,0.18969634442355965,0,0,0,0,1,0,0.018533368823642177,Medium Risk
Ontario,Employed,Debt consolidation,Rent,78424.53,29427.85,0.3605,649.0,0.2579,1,2,11.2,4.1,14.5,10,0.37523782418587653,0,0,0,1,0,0,0.042879151777740834,High Risk
Ontario,Part-time,Debt consolidation,Mortgage,60515.39,20011.26,0.05,653.0,0.5454,3,1,69.6,5.6,36.9,12,0.3306805095364997,0,0,0,0,0,0,0.009674257255852296,Very Low Risk
Ontario,Self-employed,Auto,Mortgage,54101.82,37135.52,0.5073,709.0,0.5919,0,3,46.9,1.5,57.4,5,0.6864005684097133,1,0,0,0,1,0,0.01879589928726165,Medium Risk
Ontario,Part-time,Home improvement,Other,63368.35,26334.1,0.4183,807.0,0.7293,1,2,5.7,21.3,26.9,3,0.41557181148002115,0,0,1,1,0,0,0.01101205848459544,Low Risk
Alberta,Employed,Auto,Rent,47283.96,46556.05,0.3337,827.0,0.4975,0,1,15.6,0.9,3.0,8,0.9846055618015074,0,0,0,0,1,0,0.025829788149832916,Medium Risk
Alberta,Part-time,Education,Rent,96181.04,26708.55,0.2977,623.0,0.3372,0,0,6.1,2.1,21.4,2,0.27769038471615615,0,0,0,1,0,1,0.0391642294827926,High Risk
British Columbia,Self-employed,Debt consolidation,Own,67241.94,8519.38,0.6458,685.0,0.4929,0,2,24.2,10.1,4.6,4,0.126697415333347,1,0,0,0,0,1,0.026715762316019295,Medium Risk
Alberta,Employed,Debt consolidation,Rent,108975.21,44480.89,0.1218,710.0,0.5541,1,2,8.4,,32.0,6,0.4081743912216365,0,0,0,1,0,0,0.07674025957150536,Very High Risk
Ontario,Employed,Debt consolidation,Rent,86160.53,49117.94,0.3304,765.0,0.7322,2,0,6.8,1.6,93.8,9,0.5700747198282091,0,0,1,1,1,0,0.04323890500247718,High Risk
Ontario,Self-employed,Debt consolidation,Mortgage,68387.3,33663.84,0.2101,677.0,0.7452,0,1,8.5,13.2,54.6,6,0.4922528013242224,0,0,1,1,0,0,0.00879314310679368,Very Low Risk
Alberta,Unemployed,Debt consolidation,Rent,38398.21,24025.47,0.4713,641.0,0.2592,1,3,19.0,9.8,40.6,6,0.6256924476427417,1,0,0,0,0,0,0.14080149865618208,Very High Risk
Ontario,Employed,Debt consolidation,Mortgage,58906.76,25350.03,0.1775,619.0,0.7954,0,1,28.9,2.5,3.0,6,0.43034161104769636,0,1,1,0,0,0,0.01995855803353878,Medium Risk
Other,Employed,Personal,Mortgage,61380.3,49041.51,0.6036,754.0,0.7698,0,1,45.1,11.5,12.1,3,0.798978010860162,1,0,1,0,0,0,0.010649980865574844,Low Risk
Alberta,Self-employed,Auto,Rent,63432.29,46723.9,0.3408,726.0,0.5455,0,1,16.6,21.6,126.4,5,0.7365948793587619,0,0,0,0,0,0,0.012967487046087956,Low Risk
Other,Employed,Education,Mortgage,56785.1,25104.13,0.6149,586.0,0.3128,1,2,2.9,5.5,77.7,6,0.44209009053431275,1,1,0,1,0,1,0.08579351398711212,Very High Risk
Other,Employed,Debt consolidation,Own,82920.07,13537.96,0.4285,609.0,0.2577,0,1,20.6,1.6,4.8,3,0.16326517814082886,0,1,0,0,1,0,0.03396370958546317,High Risk
British Columbia,Self-employed,Auto,Rent,91909.93,18988.12,0.1652,728.0,0.2022,2,3,42.7,18.9,30.7,5,0.2065948695641483,0,0,0,0,0,0,0.0047898454387280435,Very Low Risk
Ontario,Employed,Home improvement,Rent,102664.52,47014.35,0.2645,624.0,0.5941,1,0,31.4,2.9,31.7,7,0.45794155566109884,0,0,0,0,0,0,0.03788603780945141,High Risk
Ontario,Employed,Education,Mortgage,76358.22,25625.58,0.157,670.0,0.2181,0,2,29.7,0.7,19.1,7,0.3355968748354794,0,0,0,0,1,0,0.00846002817601518,Very Low Risk
Alberta,Self-employed,Debt consolidation,Rent,68881.95,24756.41,0.4616,612.0,0.4326,0,1,31.8,2.8,78.1,2,0.35940344313713535,1,1,0,0,0,0,0.06353311948683933,Very High Risk
Ontario,Employed,Education,Rent,110062.91,26650.01,0.5001,710.0,0.5193,0,1,41.6,1.3,31.7,5,0.24213433935192152,1,0,0,0,1,0,0.02826641307452645,Medium Risk
Alberta,Employed,Debt consolidation,Own,76289.19,31283.36,0.417,665.0,0.2359,2,1,14.3,2.0,56.6,4,0.4100628149283011,0,0,0,0,0,0,0.058413875922307304,Very High Risk
Ontario,Employed,Debt consolidation,Mortgage,51484.28,38132.03,0.5229,726.0,0.3894,3,2,16.1,1.1,62.8,8,0.7406538461837283,1,0,0,0,1,0,0.09196852813490013,Very High Risk
Ontario,Employed,Auto,Rent,39692.11,32790.33,0.43,687.0,0.5066,3,6,26.2,8.8,35.8,7,0.8261170796916566,0,0,0,0,0,0,0.10720246790646594,Very High Risk
British Columbia,Employed,Education,Rent,62350.04,37990.35,0.2755,665.0,0.0511,1,0,0.9,4.1,38.7,6,0.6093075481587501,0,0,0,1,0,0,0.013799776796381072,Low Risk
Ontario,Employed,Auto,Rent,79751.26,32593.65,0.384,691.0,0.3506,0,2,14.4,2.9,13.5,4,0.4086913485755586,0,0,0,0,0,0,0.03329273189268132,High Risk
Quebec,Employed,Debt consolidation,Mortgage,61209.52,14869.84,0.2633,767.0,0.3663,0,3,63.7,2.8,7.2,2,0.24293345218194817,0,0,0,0,0,0,0.00632700176002182,Very Low Risk
Ontario,Part-time,Debt consolidation,Own,82670.64,11299.68,0.4432,814.0,0.1211,0,2,13.8,0.1,43.9,6,0.13668310781191484,0,0,0,0,1,0,0.010445193640972246,Low Risk
Ontario,Part-time,Debt consolidation,Rent,65489.72,42779.3,0.5032,570.0,0.1562,0,2,10.0,5.2,3.0,10,0.6532216048564569,1,1,0,1,0,0,0.06783401060938425,Very High Risk
Alberta,Self-employed,Debt consolidation,Rent,100323.27,19609.75,0.0513,556.0,0.4676,1,0,58.2,0.3,46.4,2,0.19546561829573536,0,1,0,0,1,0,0.022427773440363907,Medium Risk
Ontario,Employed,Debt consolidation,Mortgage,47488.97,15230.45,0.0585,530.0,0.6559,0,3,34.1,1.9,49.0,5,0.32071552615270454,0,1,0,0,1,0,0.03520839785382486,High Risk
Ontario,Unemployed,Auto,Mortgage,72808.67,49086.29,0.2872,807.0,0.1727,0,4,3.8,3.7,38.0,5,0.6741819346514639,0,0,0,1,0,0,0.02271612194955422,Medium Risk
British Columbia,Employed,Personal,Rent,80976.75,45679.36,0.054,771.0,0.5079,0,4,2.1,8.5,14.3,8,0.5641046349723841,0,0,0,1,0,0,0.01720580245472683,Low Risk
Alberta,Employed,Auto,Own,64280.28,25728.81,0.4053,690.0,0.069,0,1,40.2,9.5,36.2,7,0.4002597686257745,0,0,0,0,0,0,0.004542086269983209,Very Low Risk
Quebec,Part-time,Education,Rent,99038.82,29533.13,0.4,720.0,0.128,1,2,9.2,0.2,3.0,6,0.29819751487346075,0,0,0,1,1,0,0.041351258226138686,High Risk
Ontario,Employed,Auto,Mortgage,50453.6,42769.15,0.4873,658.0,0.3055,3,1,96.0,2.9,58.8,5,0.847692731539474,1,0,0,0,0,0,0.006356611404845066,Very Low Risk
British Columbia,Employed,Personal,Rent,79457.29,29931.03,0.2401,677.0,0.3987,4,0,40.3,27.3,16.0,10,0.3766933153647702,0,0,0,0,0,0,0.00917579499899335,Very Low Risk
British Columbia,Employed,Personal,Own,89996.81,34051.02,0.2774,621.0,0.3682,0,4,15.4,4.4,69.8,2,0.3783580773585197,0,0,0,0,0,0,0.020731815872834687,Medium Risk
Alberta,Employed,Auto,Own,83470.05,22473.64,0.2442,729.0,0.5301,0,0,12.3,2.3,21.9,5,0.2692419616377371,0,0,0,0,0,0,0.01911172621565014,Medium Risk
Other,Part-time,Home improvement,Mortgage,101660.8,23403.04,0.2869,632.0,0.1283,1,1,0.1,2.6,78.7,7,0.2302071201485725,0,0,0,1,0,0,0.018610835184302597,Medium Risk
Ontario,Employed,Debt consolidation,Rent,59501.18,16285.92,0.1194,694.0,0.4614,1,1,23.4,5.0,42.1,3,0.27370751302747276,0,0,0,0,0,0,0.02199452411114188,Medium Risk
