borrower_id,period,region,employment_status,loan_purpose,home_ownership,annual_income,loan_amount,debt_to_income,credit_score,credit_utilization,past_due_count,credit_inquiries,months_since_last_delinquency,employment_years,account_age_months,num_open_accounts,default
B002266,Development,Quebec,Employed,Debt consolidation,Own,84555.68,18698.62,0.2214,708.0,0.2227,2,0,62.9,0.8,39.0,7,0
B002267,Development,Ontario,Employed,Home improvement,Rent,72563.64,11620.02,0.2226,652.0,0.2885,1,1,0.5,9.0,144.0,3,0
B002268,OOT,British Columbia,Employed,Debt consolidation,Mortgage,48954.28,20292.22,0.0547,749.0,0.0254,1,2,10.4,2.0,180.5,6,0
B002269,Development,Ontario,Employed,Debt consolidation,Rent,48384.26,30883.89,0.2231,607.0,0.7044,0,1,21.3,4.0,94.5,9,0
B002270,OOT,Ontario,Employed,Home improvement,Rent,152266.06,32579.51,0.4411,728.0,0.3009,2,0,49.6,4.1,132.2,8,0
B002271,Development,Ontario,Part-time,Home improvement,Own,95480.94,41290.6,0.2174,702.0,0.6318,1,3,27.6,9.3,15.6,7,0
B002272,Development,British Columbia,Part-time,Education,Other,104296.14,23797.82,0.5759,614.0,0.591,3,0,84.0,6.0,240.7,7,0
B002273,Development,British Columbia,Part-time,Debt consolidation,Mortgage,103644.28,21384.05,0.2679,745.0,0.4755,1,1,13.6,2.0,51.2,7,0
B002274,Development,Quebec,Employed,Auto,Mortgage,92660.64,39618.84,0.1323,757.0,0.3935,0,2,28.1,24.4,75.2,4,0
B002275,OOT,Quebec,Employed,Debt consolidation,Mortgage,70635.55,20987.19,0.1585,597.0,0.5433,0,1,85.0,4.4,14.8,3,0
B002276,Development,Ontario,Self-employed,Debt consolidation,Own,70817.17,17022.85,0.3293,646.0,0.1974,0,1,3.9,9.5,3.0,8,0
B002277,Development,Alberta,Unemployed,Personal,Mortgage,63565.46,27664.18,0.2714,679.0,0.3227,2,3,,22.9,14.0,11,0
B002278,Development,Alberta,Employed,Debt consolidation,Mortgage,51533.12,45656.37,0.2679,770.0,0.1124,1,2,1.3,7.6,73.6,8,0
B002279,OOT,British Columbia,Employed,Debt consolidation,Own,109241.05,27872.55,0.283,698.0,0.4042,0,0,8.1,2.0,32.6,7,0
B002280,Development,Quebec,Employed,Debt consolidation,Mortgage,96591.18,37219.86,0.48,781.0,0.7193,0,1,20.0,21.9,67.9,3,0
B002281,OOT,British Columbia,Employed,Home improvement,Mortgage,68113.64,46442.66,0.3714,659.0,0.3266,1,1,7.6,1.3,3.0,5,0
B002282,Development,Ontario,Employed,Auto,Mortgage,37186.5,14305.43,0.3207,601.0,0.4814,1,0,86.7,3.3,84.0,4,0
B002283,OOT,Ontario,Part-time,Home improvement,Rent,112626.86,38513.23,0.2391,611.0,0.5631,0,1,17.7,3.4,217.2,9,0
B002284,Development,Ontario,Unemployed,Debt consolidation,Mortgage,97975.53,37611.35,0.2955,601.0,0.7464,1,6,45.0,6.5,3.0,9,1
B002285,OOT,Quebec,Employed,Debt consolidation,Own,99763.63,38301.48,0.262,561.0,0.2688,0,1,,2.5,36.4,2,0
B002286,Development,Ontario,Part-time,Auto,Mortgage,62048.19,35095.46,0.4788,748.0,0.3324,2,1,52.4,6.3,101.2,4,0
B002287,Development,Ontario,Self-employed,Debt consolidation,Mortgage,63499.77,20900.03,0.1342,621.0,0.8623,1,2,44.1,1.5,118.9,11,0
B002288,Development,Alberta,Employed,Auto,Mortgage,66447.36,31722.89,0.7642,784.0,0.5662,0,2,14.3,0.2,3.0,8,0
B002289,OOT,Ontario,Employed,Debt consolidation,Other,53110.37,17411.72,0.0931,660.0,0.2321,1,1,24.6,4.2,12.5,4,0
B002290,Development,Quebec,Employed,Debt consolidation,Rent,94545.95,17594.49,0.2112,626.0,0.2341,0,2,11.6,0.9,52.1,7,0
B002291,Development,Ontario,Employed,Personal,Rent,93597.88,42830.85,0.1904,577.0,0.8453,2,6,21.9,3.3,11.1,9,0
B002292,Development,Ontario,Employed,Home improvement,Rent,104554.39,27417.85,0.1509,781.0,0.5482,0,5,1.3,29.6,9.4,2,0
B002293,Development,Other,Employed,Debt consolidation,Rent,116741.58,25636.12,0.2189,626.0,0.4476,1,1,36.5,5.7,39.6,4,0
B002294,Development,Alberta,Employed,Home improvement,Mortgage,54228.41,28892.36,0.3159,616.0,0.3537,0,1,26.7,1.7,48.2,6,0
B002295,OOT,Ontario,Employed,Debt consolidation,Rent,51871.05,85000.0,0.12,696.0,0.5845,0,3,23.4,2.0,13.8,2,0
B002296,Development,British Columbia,Employed,Home improvement,Rent,82360.81,35785.76,0.1312,701.0,0.4096,1,2,9.0,2.5,109.2,3,0
B002297,Development,Ontario,Employed,Home improvement,Rent,45654.54,33191.38,0.524,588.0,0.562,0,0,19.7,0.7,19.9,5,0
B002298,Development,Other,Self-employed,Personal,Mortgage,72800.55,25572.18,0.4251,707.0,0.6635,3,3,22.6,5.9,119.0,7,1
B002299,Development,Quebec,Employed,Auto,Rent,58269.86,37171.44,0.2837,682.0,0.3004,1,2,28.7,3.9,50.3,7,0
B002300,OOT,Alberta,Employed,Auto,Rent,96383.58,31162.6,0.1494,716.0,0.1398,1,3,56.7,20.8,29.0,6,0
B002301,Development,Ontario,Employed,Home improvement,Mortgage,95470.87,65193.85,0.4288,629.0,0.7989,0,1,26.6,12.2,51.5,6,0
B002302,Development,Ontario,Employed,Debt consolidation,Rent,39019.51,22712.16,0.076,792.0,0.703,1,2,7.6,13.1,7.7,6,0
B002303,OOT,Ontario,Part-time,Debt consolidation,Own,45305.8,27056.7,0.1119,466.0,0.6923,0,0,12.4,6.6,39.0,4,0
B002304,Development,Ontario,Part-time,Auto,Rent,128399.4,19202.27,0.3882,640.0,0.3372,1,2,58.4,3.6,34.1,8,0
B002305,Development,British Columbia,Employed,Debt consolidation,Rent,111762.04,23348.62,0.3485,703.0,0.1058,0,2,6.0,2.4,4.9,5,0
B002306,Development,Ontario,Part-time,Debt consolidation,Rent,40813.22,10080.65,0.1803,751.0,0.2461,1,4,47.1,11.0,22.1,5,0
B002307,Development,Alberta,Employed,Debt consolidation,Other,91652.41,11401.38,0.3543,660.0,0.3346,2,2,29.0,8.4,27.7,4,0
B002308,Development,Alberta,Employed,Home improvement,Own,58478.14,27056.44,0.256,718.0,0.2075,0,0,3.0,0.5,104.3,5,0
B002309,Development,Ontario,Self-employed,Education,Own,108487.72,24075.33,0.7168,682.0,0.3448,1,3,34.0,5.4,203.0,5,0
B002310,Development,Ontario,Employed,Home improvement,Rent,110785.42,34349.21,0.1263,724.0,0.4903,1,3,12.8,0.4,90.8,3,0
B002311,Development,Ontario,Employed,Home improvement,Rent,76820.29,46746.29,0.456,737.0,0.3026,0,1,2.5,5.9,3.1,5,0
B002312,Development,Ontario,Employed,Home improvement,Rent,91202.85,32215.99,0.482,689.0,0.6868,0,2,3.2,4.1,20.2,5,0
B002313,Development,British Columbia,Employed,Personal,Own,219298.11,19841.33,0.3399,743.0,0.2529,1,3,20.5,3.3,25.7,3,0
B002314,Development,British Columbia,Employed,Debt consolidation,Rent,49741.56,17219.2,0.2557,627.0,0.5352,0,2,6.2,2.1,29.0,6,0
B002315,OOT,Ontario,Part-time,Debt consolidation,Rent,42485.02,51792.91,0.3864,688.0,0.2769,1,0,3.3,0.9,67.9,15,0
B002316,Development,Other,Employed,Personal,Rent,84424.9,49186.04,0.4606,684.0,0.4095,2,2,0.6,0.3,4.9,11,0
B002317,OOT,Ontario,Self-employed,Debt consolidation,Mortgage,64338.07,41329.22,0.3237,819.0,0.4965,0,2,28.5,0.6,23.0,6,0
B002318,Development,Ontario,Employed,Personal,Other,59071.59,49292.03,0.2496,817.0,0.117,0,3,5.0,5.4,9.7,8,0
B002319,Development,Quebec,Employed,Debt consolidation,Rent,118931.6,20809.24,0.2485,609.0,0.444,0,4,14.2,5.7,38.9,6,0
B002320,Development,Quebec,Employed,Auto,Mortgage,34106.55,15085.57,0.4643,660.0,0.6246,0,4,1.6,1.7,38.5,3,0
B002321,Development,British Columbia,Self-employed,Debt consolidation,Mortgage,47832.3,28394.38,0.5935,581.0,0.4125,1,1,2.8,6.8,30.7,6,1
B002322,OOT,Ontario,Employed,Home improvement,Rent,34860.74,48707.5,0.3042,734.0,0.5944,3,1,,5.1,71.8,7,0
B002323,Development,British Columbia,Employed,Education,Rent,114555.5,27873.6,0.4452,729.0,0.3822,1,1,5.0,3.7,223.7,3,0
B002324,Development,Ontario,Part-time,Education,Rent,117198.88,25246.37,0.2078,651.0,0.6183,2,0,10.8,0.1,3.0,4,0
B002325,OOT,Ontario,Self-employed,Auto,Rent,98867.08,22173.36,0.1409,614.0,0.2764,0,5,31.8,1.5,45.2,6,0
B002326,Development,Ontario,Employed,Debt consolidation,Rent,44327.33,39957.24,0.2521,684.0,0.3685,2,1,82.6,5.2,13.5,6,0
B002327,Development,Ontario,Employed,Debt consolidation,Own,40363.23,16366.87,0.3394,661.0,0.5423,3,3,4.1,1.7,20.0,3,0
B002328,Development,Quebec,Employed,Auto,Mortgage,74020.98,22103.96,0.3834,850.0,0.3245,1,1,10.1,9.9,202.7,10,0
B002329,Development,British Columbia,Employed,Debt consolidation,Rent,65140.99,44461.34,0.4314,661.0,0.4126,1,1,35.9,0.0,5.4,4,0
B002330,Development,Quebec,Employed,Education,Mortgage,70736.54,24751.91,0.4609,,0.1109,0,2,5.7,1.0,34.6,6,1
B002331,Development,British Columbia,Employed,Debt consolidation,Own,57304.08,30350.81,0.1422,675.0,0.201,4,4,36.9,9.5,56.9,6,0
B002332,OOT,Alberta,Employed,Debt consolidation,Rent,61314.09,22945.27,0.1934,679.0,0.2976,1,3,2.9,13.4,59.4,2,0
B002333,Development,Other,Part-time,Debt consolidation,Rent,109837.31,50631.58,0.1575,674.0,0.2578,1,1,2.0,0.4,10.7,6,0
B002334,Development,Ontario,Part-time,Home improvement,Mortgage,59620.6,18636.83,0.1558,673.0,0.2815,0,0,10.1,5.6,28.8,5,0
B002335,Development,Ontario,Employed,Debt consolidation,Rent,70705.97,14546.7,0.2866,669.0,0.1443,1,3,42.8,0.8,48.3,4,0
B002336,Development,Other,Employed,Auto,Other,110618.38,25238.45,0.3562,588.0,0.2291,1,1,19.5,1.6,41.2,6,0
B002337,Development,Other,Employed,Debt consolidation,Own,48818.96,14937.34,0.4753,720.0,0.3247,1,0,3.1,3.5,83.9,6,0
B002338,OOT,British Columbia,Employed,Debt consolidation,Mortgage,73866.73,30963.13,0.5571,573.0,0.3613,2,3,60.4,5.7,57.1,5,0
B002339,Development,Quebec,Part-time,Auto,Mortgage,62010.13,29592.71,0.1545,682.0,0.0755,0,1,12.9,2.6,9.0,7,0
B002340,OOT,Alberta,Employed,Education,Rent,99530.63,33341.64,0.342,806.0,0.3033,1,1,5.9,0.7,11.4,4,0
B002341,Development,Ontario,Employed,Debt consolidation,Rent,71896.72,18944.4,0.5629,847.0,0.0803,0,2,86.8,1.4,112.9,7,0
B002342,Development,British Columbia,Employed,Home improvement,Own,62786.51,46250.4,0.3216,667.0,0.5318,0,0,39.7,1.9,101.7,7,0
B002343,Development,Alberta,Employed,Debt consolidation,Mortgage,67935.2,24345.0,0.2606,777.0,0.6403,0,2,2.0,21.3,19.6,8,0
B002344,OOT,Quebec,Employed,Education,Rent,101638.54,19816.46,0.3607,592.0,0.3182,1,1,1.1,3.0,122.4,9,0
B002345,OOT,Ontario,Unemployed,Auto,Own,84737.65,23794.68,0.0605,750.0,0.446,0,0,49.3,11.9,44.8,9,0
B002346,Development,British Columbia,Employed,Auto,Rent,78624.06,54246.62,0.3104,619.0,0.1159,0,3,15.4,0.0,15.4,8,0
B002347,Development,British Columbia,Employed,Personal,Other,56418.32,19700.69,0.4534,728.0,0.7988,0,0,20.1,2.5,96.0,6,0
B002348,OOT,Alberta,Unemployed,Home improvement,Rent,86507.0,22267.8,0.3575,631.0,0.2422,0,4,26.8,0.5,24.7,10,0
B002349,Development,Ontario,Part-time,Auto,Own,64218.79,21028.45,0.1492,619.0,0.3797,1,4,74.6,0.8,3.0,5,0
B002350,OOT,Ontario,Self-employed,Auto,Own,65451.27,16382.42,0.3728,651.0,0.3427,1,4,4.2,0.7,48.4,1,0
B002351,OOT,Ontario,Employed,Debt consolidation,Rent,78029.59,30839.5,0.5077,719.0,0.5628,0,1,5.4,4.9,5.8,6,0
B002352,OOT,Quebec,Employed,Auto,Rent,65366.0,19484.32,0.4083,616.0,0.6487,2,1,12.5,0.7,60.7,5,1
B002353,Development,Quebec,Employed,Personal,Rent,72245.03,15298.49,0.4243,799.0,0.3657,2,2,15.9,16.0,8.0,6,0
B002354,Development,Alberta,Part-time,Debt consolidation,Rent,88507.73,27889.74,0.4361,706.0,0.5909,0,0,51.1,3.1,11.0,10,0
B002355,Development,Other,Part-time,Auto,Other,112397.96,51191.86,0.402,420.0,0.6026,1,0,3.2,7.2,10.1,5,0
B002356,Development,Alberta,Employed,Debt consolidation,Mortgage,86024.41,31634.89,0.1874,642.0,0.0496,0,3,13.7,5.7,96.5,3,0
B002357,Development,Quebec,Employed,Home improvement,Own,46317.71,44560.07,0.1768,627.0,0.172,1,1,9.3,2.6,10.1,8,0
B002358,Development,Alberta,Self-employed,Home improvement,Rent,39455.88,35183.84,0.3307,537.0,0.759,2,3,8.1,9.1,18.3,3,1
B002359,Development,Ontario,Employed,Personal,Own,46929.14,31348.06,0.3875,707.0,0.3761,1,2,0.1,0.3,48.5,6,0
B002360,Development,Ontario,Employed,Debt consolidation,Rent,81029.57,28813.53,0.1249,750.0,0.2232,0,3,32.5,0.5,132.6,5,0
B002361,OOT,Quebec,Employed,Debt consolidation,Rent,98228.2,28726.42,0.2746,604.0,0.5867,0,2,5.2,0.3,98.8,13,0
B002362,Development,Other,Employed,Debt consolidation,Mortgage,58615.33,15660.22,0.5442,681.0,0.1108,1,1,27.7,2.5,64.3,8,0
B002363,Development,Ontario,Employed,Auto,Mortgage,56974.01,25998.63,0.3806,596.0,0.3149,2,1,0.5,5.0,43.5,4,0
B002364,OOT,Ontario,Employed,Debt consolidation,Mortgage,115610.93,23582.22,0.6918,713.0,0.2627,3,2,38.0,1.6,26.9,7,0
B002365,Development,Alberta,Self-employed,Debt consolidation,Rent,133347.2,22034.9,0.2384,660.0,0.4656,2,0,0.1,0.5,43.6,6,0
B002366,Development,Alberta,Self-employed,Education,Rent,83863.35,22369.23,0.5051,726.0,0.5941,1,1,4.0,1.2,81.7,4,0
B002367,OOT,Other,Employed,Debt consolidation,Rent,,18964.12,0.3962,585.0,0.2565,2,3,9.9,3.7,54.8,6,1
B002368,Development,Alberta,Employed,Debt consolidation,Rent,79503.29,23556.47,0.05,697.0,0.3038,1,1,18.7,3.6,3.0,5,0
B002369,OOT,Ontario,Employed,Auto,Mortgage,54610.29,19933.37,0.7029,668.0,0.3941,1,2,44.5,8.4,39.4,7,0
B002370,OOT,Alberta,Employed,Home improvement,Rent,99517.9,24585.99,0.0735,756.0,0.6781,1,3,7.0,0.0,71.6,3,0
B002371,Development,Other,Employed,Debt consolidation,Rent,60800.58,29321.43,0.2907,740.0,0.4142,1,1,7.4,1.2,15.9,2,0
B002372,Development,Alberta,Employed,Personal,Mortgage,69757.91,9195.94,0.05,681.0,0.1314,1,2,13.8,6.4,59.7,2,0
B002373,Development,Ontario,Employed,Auto,Own,102684.13,15122.53,0.3602,843.0,0.5632,1,2,4.7,0.5,89.9,5,0
B002374,Development,Alberta,Self-employed,Debt consolidation,Rent,41040.1,29060.49,0.1702,751.0,0.6584,1,0,20.3,7.3,116.1,1,0
B002375,Development,Ontario,Part-time,Home improvement,Mortgage,76527.83,44484.03,0.2501,682.0,0.679,1,1,5.1,4.1,86.1,16,0
B002376,Development,Ontario,Employed,Auto,Own,46555.52,19603.72,0.2059,676.0,0.5644,0,2,82.6,6.9,139.2,5,0
B002377,Development,British Columbia,Employed,Auto,Rent,131880.18,31780.55,0.4509,595.0,0.2529,1,1,42.9,4.9,26.6,3,0
B002378,OOT,Ontario,Part-time,Debt consolidation,Mortgage,85955.66,15457.65,0.1248,850.0,0.0524,3,2,11.4,6.3,41.1,10,0
B002379,Development,British Columbia,Part-time,Debt consolidation,Rent,111250.49,27539.65,0.1426,658.0,0.0921,0,2,0.3,11.2,106.7,8,0
B002380,Development,British Columbia,Employed,Education,Rent,79940.23,36470.97,0.3801,629.0,0.662,3,2,6.3,2.8,116.8,3,0
B002381,Development,Quebec,Part-time,Auto,Mortgage,70026.04,41568.79,0.5833,666.0,0.2589,0,2,75.0,3.3,5.3,7,0
B002382,OOT,Alberta,Employed,Home improvement,Rent,69975.91,18952.81,0.2637,683.0,0.0402,2,2,41.6,1.9,150.0,3,0
B002383,OOT,Ontario,Employed,Home improvement,Other,80719.97,26981.89,0.4831,629.0,0.1439,3,1,46.0,2.6,75.1,7,0
B002384,Development,British Columbia,Employed,Debt consolidation,Other,63150.51,16130.89,0.1509,717.0,0.6739,1,2,4.9,0.7,36.6,6,0
B002385,OOT,Alberta,Self-employed,Debt consolidation,Rent,108628.03,85000.0,0.5099,620.0,0.1292,1,1,2.0,14.8,132.6,7,0
B002386,OOT,Alberta,Employed,Debt consolidation,Own,,30664.41,0.2343,679.0,0.3771,1,1,66.0,1.2,62.4,5,0
B002387,Development,Ontario,Employed,Personal,Rent,94441.14,45416.08,0.4208,729.0,0.3934,0,1,19.5,0.8,43.2,4,0
B002388,Development,Ontario,Unemployed,Debt consolidation,Mortgage,67715.14,32105.43,0.4734,526.0,0.4694,0,1,14.0,3.3,14.4,6,0
B002389,Development,Ontario,Employed,Auto,Mortgage,33398.78,34681.38,0.2349,631.0,0.1724,0,1,9.8,1.4,18.6,9,0
B002390,Development,Ontario,Employed,Debt consolidation,Own,93588.16,31496.14,0.2261,604.0,0.7585,0,3,2.9,13.9,14.8,1,0
B002391,OOT,Ontario,Employed,Home improvement,Mortgage,98324.76,32669.59,0.1913,586.0,0.5416,0,0,22.4,4.3,69.5,6,0
B002392,Development,Ontario,Employed,Debt consolidation,Rent,211944.73,26438.05,0.2793,706.0,0.0458,1,1,13.8,10.3,143.4,7,0
B002393,OOT,Alberta,Employed,Auto,Own,61787.9,20203.84,0.0791,659.0,0.3028,0,1,53.1,8.5,31.1,10,0
B002394,Development,Ontario,Part-time,Auto,Own,64454.98,23627.16,0.0866,776.0,0.3716,1,1,43.0,23.2,56.8,4,0
B002395,Development,Alberta,Employed,Debt consolidation,Rent,94934.5,26294.07,0.2818,553.0,0.1929,1,1,33.6,3.5,34.6,5,1
B002396,Development,Quebec,Unemployed,Education,Mortgage,36492.21,15602.6,0.6335,782.0,0.239,0,1,39.8,2.6,63.8,5,0
B002397,OOT,Quebec,Part-time,Debt consolidation,Rent,58548.8,23320.65,0.471,790.0,0.347,1,0,4.1,5.0,17.8,4,0
B002398,Development,Ontario,Employed,Debt consolidation,Mortgage,105865.62,26495.79,0.3572,713.0,0.2793,0,0,48.4,5.3,25.6,5,0
B002399,Development,Quebec,Employed,Auto,Rent,49273.89,21507.11,0.4513,714.0,0.2167,1,1,96.0,3.2,199.6,8,0
B002400,Development,British Columbia,Employed,Personal,Mortgage,78734.14,18740.09,0.4429,707.0,0.1454,1,1,92.8,1.9,18.8,6,0
B002401,Development,Alberta,Self-employed,Debt consolidation,Rent,87202.61,30111.06,0.2059,679.0,0.5404,2,4,7.9,20.9,48.7,5,0
B002402,Development,Ontario,Employed,Personal,Rent,100294.12,55044.25,0.0921,618.0,0.47,0,2,11.5,6.8,15.0,5,0
B002403,Development,Ontario,Employed,Personal,Rent,41876.59,19243.53,0.1624,839.0,0.4744,2,1,47.7,4.2,19.6,4,0
B002404,Development,Ontario,Employed,Home improvement,Mortgage,58590.76,48082.77,0.2145,626.0,0.1672,1,4,96.0,0.9,7.8,6,0
B002405,OOT,Ontario,Employed,Personal,Own,60321.42,12912.31,0.2677,570.0,0.3116,3,7,3.9,3.0,31.3,8,0
B002406,Development,Quebec,Self-employed,Education,Rent,58579.27,19738.86,0.1981,553.0,0.1921,2,2,38.8,6.9,81.0,6,0
B002407,Development,Other,Self-employed,Debt consolidation,Mortgage,52477.34,19515.3,0.1816,634.0,0.3684,4,3,25.8,6.8,34.6,4,0
B002408,Development,Quebec,Employed,Debt consolidation,Mortgage,56923.27,22736.16,0.05,630.0,0.5782,0,3,4.3,8.2,51.2,2,0
B002409,OOT,Quebec,Part-time,Personal,Other,82946.52,32656.3,0.1622,581.0,0.2389,0,2,37.0,4.4,57.2,4,0
B002410,Development,Other,Employed,Personal,Mortgage,51779.75,33345.86,0.1678,619.0,0.3972,1,2,17.8,1.4,79.0,5,0
B002411,Development,Ontario,Part-time,Debt consolidation,Mortgage,41299.56,36637.33,0.288,805.0,0.4642,0,0,13.8,0.1,174.8,5,0
B002412,OOT,Quebec,Employed,Education,Rent,44438.49,22040.96,0.2766,784.0,0.4013,0,3,,3.5,25.6,8,0
B002413,OOT,Alberta,Employed,Education,Mortgage,119663.33,32570.97,0.4248,660.0,0.6105,1,3,2.8,6.1,20.2,6,0
B002414,OOT,British Columbia,Unemployed,Education,Mortgage,63407.69,49974.8,0.1511,620.0,0.1484,0,0,13.1,9.7,29.7,7,0
B002415,Development,Alberta,Employed,Personal,Rent,85707.39,30879.83,0.2864,772.0,0.4387,0,1,24.2,13.6,3.0,3,0
B002416,OOT,Quebec,Employed,Auto,Own,44010.1,43321.15,0.2672,625.0,0.4651,1,3,37.9,11.5,6.4,6,0
B002417,Development,Quebec,Employed,Home improvement,Rent,70620.96,14050.46,0.2772,612.0,0.6001,1,0,13.9,10.3,147.1,3,0
B002418,OOT,Ontario,Part-time,Debt consolidation,Own,79344.47,16914.33,0.2345,622.0,0.4769,0,0,73.3,8.6,73.3,5,0
B002419,Development,British Columbia,Employed,Home improvement,Rent,65065.61,37926.34,0.406,684.0,0.5868,1,4,30.1,1.3,12.1,4,0
B002420,Development,Ontario,Part-time,Home improvement,Mortgage,39281.02,15807.03,0.4291,600.0,0.2666,2,1,46.2,0.2,86.3,18,0
B002421,OOT,Quebec,Part-time,Debt consolidation,Other,46369.3,18543.64,0.3797,655.0,0.2259,1,2,13.2,3.7,195.8,6,0
B002422,Development,Other,Self-employed,Debt consolidation,Mortgage,71457.9,20752.09,0.0797,581.0,0.3575,0,0,39.8,10.8,14.9,4,0
B002423,Development,British Columbia,Employed,Debt consolidation,Other,72266.62,16507.88,0.3002,707.0,0.4546,0,1,19.8,0.3,24.8,7,0
B002424,Development,Other,Self-employed,Auto,Mortgage,48130.17,50869.69,0.1719,605.0,0.5898,1,1,31.1,1.6,20.6,11,0
B002425,Development,Quebec,Self-employed,Education,Rent,72452.21,8978.82,0.2031,668.0,0.4949,3,2,15.4,3.5,25.7,5,0
B002426,Development,Ontario,Part-time,Debt consolidation,Rent,41108.5,66410.83,0.3521,641.0,0.8036,2,2,16.4,7.4,120.8,11,0
B002427,Development,Alberta,Employed,Education,Mortgage,52716.54,25880.79,0.7131,720.0,0.4623,0,0,42.1,3.2,300.0,5,0
B002428,Development,British Columbia,Employed,Debt consolidation,Own,43241.11,33189.84,0.408,745.0,0.3328,0,0,21.3,0.7,141.2,3,0
B002429,OOT,Alberta,Self-employed,Debt consolidation,Own,33044.29,25023.01,0.1529,793.0,0.3388,1,1,4.8,2.7,11.6,8,0
B002430,Development,Ontario,Employed,Auto,Rent,50268.88,14949.38,0.1638,620.0,0.6269,0,2,13.8,2.2,69.2,8,0
B002431,Development,Other,Employed,Debt consolidation,Rent,54058.7,26022.73,0.1314,683.0,0.8134,2,1,17.7,1.4,25.3,7,0
B002432,Development,Ontario,Employed,Personal,Mortgage,55614.2,21907.45,0.1425,616.0,0.0915,0,1,22.0,2.1,3.0,9,0
B002433,OOT,British Columbia,Employed,Debt consolidation,Rent,74913.27,85000.0,0.3366,602.0,0.8292,0,3,10.2,1.9,93.5,9,0
B002434,Development,Ontario,Part-time,Debt consolidation,Rent,72653.7,27776.36,0.3285,598.0,0.6332,2,0,6.6,2.0,84.3,3,0
B002435,Development,Other,Employed,Home improvement,Rent,75385.48,28343.52,0.7624,722.0,0.1999,1,2,4.5,1.1,3.0,9,0
B002436,Development,Quebec,Employed,Debt consolidation,Rent,105817.75,31734.5,0.1274,707.0,0.206,1,4,2.2,2.4,20.4,7,0
B002437,Development,Ontario,Employed,Personal,Mortgage,97538.71,16397.05,0.381,645.0,0.3601,1,2,1.5,2.1,12.3,5,0
B002438,Development,Alberta,Employed,Personal,Own,63593.89,26187.22,0.3254,606.0,0.5743,2,3,76.4,0.4,65.9,4,0
B002439,Development,Quebec,Employed,Debt consolidation,Mortgage,75559.31,23430.46,0.5075,722.0,0.5195,0,4,25.2,7.9,107.5,14,0
B002440,Development,Ontario,Employed,Personal,Rent,135218.88,31104.48,0.2463,779.0,0.4877,2,2,9.0,2.7,102.7,2,0
B002441,OOT,British Columbia,Employed,Debt consolidation,Mortgage,92008.94,22301.93,0.1234,789.0,0.445,1,2,24.2,2.1,31.0,6,0
B002442,Development,Ontario,Part-time,Auto,Mortgage,74560.06,16360.74,0.3877,594.0,0.5056,0,0,21.1,14.3,55.4,4,0
B002443,Development,Quebec,Part-time,Home improvement,Rent,144687.62,29298.83,0.2555,762.0,0.0969,0,1,80.5,2.2,122.8,6,0
B002444,OOT,Ontario,Employed,Auto,Rent,51860.58,26070.43,0.6239,757.0,0.6861,2,4,16.7,1.1,38.9,10,0
B002445,Development,Ontario,Employed,Debt consolidation,Rent,46075.65,16316.17,0.2612,723.0,0.1391,0,3,25.2,15.5,3.0,7,0
B002446,Development,British Columbia,Employed,Debt consolidation,Mortgage,91121.95,15946.84,0.2518,568.0,0.1971,0,1,3.1,0.8,19.6,4,1
B002447,Development,British Columbia,Employed,Auto,Rent,68910.61,39671.07,0.2343,680.0,0.2051,1,0,4.7,2.1,5.9,3,0
B002448,OOT,British Columbia,Employed,Debt consolidation,Rent,58056.49,19957.91,0.1148,574.0,0.8541,1,3,14.5,7.7,91.0,5,0
B002449,Development,Ontario,Part-time,Personal,Mortgage,75898.49,19684.57,0.1883,631.0,0.2526,1,0,10.7,0.7,18.4,7,0
B002450,Development,Quebec,Employed,Home improvement,Mortgage,115375.32,11277.47,0.2591,724.0,0.2291,0,4,22.8,1.6,23.9,5,0
B002451,Development,Ontario,Employed,Auto,Rent,87225.35,52461.55,0.1712,733.0,0.237,1,1,0.7,2.3,3.0,6,0
B002452,Development,Ontario,Employed,Home improvement,Rent,66558.45,20424.28,0.1525,810.0,0.4287,0,0,9.6,9.5,90.4,8,0
B002453,Development,British Columbia,Employed,Debt consolidation,Own,112535.53,18354.28,0.116,605.0,0.3234,1,2,11.5,7.3,18.5,7,0
B002454,Development,Quebec,Employed,Education,Mortgage,64226.12,35519.41,0.1821,619.0,0.2782,0,0,20.0,4.1,11.5,7,0
B002455,Development,Ontario,Employed,Personal,Mortgage,139753.38,23144.48,0.2284,,0.2755,0,0,4.7,2.9,111.3,6,0
B002456,Development,British Columbia,Employed,Home improvement,Rent,61800.9,26268.95,0.4332,615.0,0.3559,1,1,24.7,11.7,8.4,5,0
